Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area,Score A10,Coverage A10,# Peptides A10,# PSM A10,Score B10,Coverage B10,# Peptides B10,# PSM B10,Score C10,Coverage C10,# Peptides C10,# PSM C10,Score D10,Coverage D10,# Peptides D10,# PSM D10,Score E10,Coverage E10,# Peptides E10,# PSM E10,Score F10,Coverage F10,# Peptides F10,# PSM F10,Score G10,Coverage G10,# Peptides G10,# PSM G10,Score H10,Coverage H10,# Peptides H10,# PSM H10,Score I10,Coverage I10,# Peptides I10,# PSM I10,Score J10,Coverage J10,# Peptides J10,# PSM J10,Score K10,Coverage K10,# Peptides K10,# PSM K10,Score L10,Coverage L10,# Peptides L10,# PSM L10,Score M10,Coverage M10,# Peptides M10,# PSM M10,Score N10,Coverage N10,# Peptides N10,# PSM N10,Score O10,Coverage O10,# Peptides O10,# PSM O10,# AAs,MW [kDa],calc. pI
Q9BQE5,Apolipoprotein L2 OS=Homo sapiens OX=9606 GN=APOL2 PE=1 SV=1 - [APOL2_HUMAN],6.53,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.417E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24 ,6.53,2,2,,,,,,,,,,,,,,,,,337,37.1,6.74
O95674,Phosphatidate cytidylyltransferase 2 OS=Homo sapiens OX=9606 GN=CDS2 PE=1 SV=1 - [CDS2_HUMAN],6.52,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.479E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,3.01 ,4.27,1,1,2.82 ,2.25,1,1,,,,,,,,,,,,,,,,,,,,,3.60 ,4.27,1,1,,,,,,,,,,,,,,,,,,,,,445,51.4,7.09
O43172,U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2 - [PRP4_HUMAN],6.51,1,3,3,17,7.837E5,0.000E0,2.135E6,1.849E6,0.000E0,1.528E6,4.445E5,9.172E5,0.000E0,2.202E6,3.907E6,2.859E6,2.061E6,1.031E6,1.703E6,2.70 ,2.30,1,1,,,,,3.40 ,2.30,1,1,6.54 ,4.98,2,2,,,,,2.98 ,2.30,1,1,2.97 ,1.53,1,1,2.55 ,2.30,1,1,,,,,10.73 ,6.51,3,3,2.94 ,2.30,1,1,5.77 ,3.83,2,2,2.80 ,1.53,1,1,7.22 ,4.98,2,2,3.20 ,2.30,1,1,522,58.4,7.42
P49406,"39S ribosomal protein L19, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL19 PE=1 SV=2 - [RM19_HUMAN]",6.51,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,7.612E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.351E5,,,,,,,,,,,,,,,,,2.63 ,3.77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24 ,6.51,2,2,292,33.5,9.50
Q96EI5,Transcription elongation factor A protein-like 4 OS=Homo sapiens OX=9606 GN=TCEAL4 PE=1 SV=2 - [TCAL4_HUMAN],6.51,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.708E5,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13 ,6.51,1,1,,,,,,,,,,,,,,,,,215,24.6,5.20
O43237,Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1 - [DC1L2_HUMAN],6.50,1,2,2,11,0.000E0,0.000E0,9.717E5,0.000E0,0.000E0,0.000E0,6.978E5,4.494E5,5.452E5,6.492E5,1.978E6,8.651E5,0.000E0,4.568E5,5.906E5,,,,,,,,,6.43 ,6.50,2,2,,,,,,,,,,,,,3.20 ,3.05,1,1,2.93 ,3.05,1,1,3.50 ,3.05,1,1,3.18 ,3.05,1,1,7.63 ,6.50,2,2,2.75 ,3.05,1,1,,,,,3.17 ,3.05,1,1,3.41 ,3.05,1,1,492,54.1,6.38
Q15061,WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3 - [WDR43_HUMAN],6.50,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.516E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87 ,6.50,2,2,,,,,,,,,,,,,,,,,677,74.8,5.57
O14713,Integrin beta-1-binding protein 1 OS=Homo sapiens OX=9606 GN=ITGB1BP1 PE=1 SV=1 - [ITBP1_HUMAN],6.50,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26 ,6.50,1,1,,,,,,,,,200,21.8,6.34
P49674,Casein kinase I isoform epsilon OS=Homo sapiens OX=9606 GN=CSNK1E PE=1 SV=1 - [KC1E_HUMAN],6.49,1,2,2,6,0.000E0,0.000E0,6.881E5,0.000E0,0.000E0,4.216E5,0.000E0,2.459E5,5.562E5,0.000E0,0.000E0,1.088E6,0.000E0,7.491E5,0.000E0,,,,,,,,,2.27 ,3.13,1,1,,,,,,,,,2.65 ,3.13,1,1,,,,,2.10 ,3.13,1,1,1.93 ,3.37,1,1,,,,,,,,,2.13 ,3.13,1,1,,,,,2.79 ,3.13,1,1,,,,,416,47.3,9.66
Q9NTJ5,Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=2 - [SAC1_HUMAN],6.47,1,4,4,9,6.876E5,0.000E0,0.000E0,1.336E6,0.000E0,6.876E5,6.479E5,0.000E0,0.000E0,1.740E6,0.000E0,1.925E6,5.404E5,0.000E0,0.000E0,3.01 ,1.53,1,1,,,,,,,,,5.77 ,2.90,2,2,,,,,3.60 ,2.04,1,1,2.55 ,2.04,1,1,,,,,,,,,2.41 ,1.36,1,1,,,,,5.23 ,3.07,2,2,2.37 ,2.04,1,1,,,,,,,,,587,66.9,7.12
Q9BSV6,tRNA-splicing endonuclease subunit Sen34 OS=Homo sapiens OX=9606 GN=TSEN34 PE=1 SV=1 - [SEN34_HUMAN],6.45,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.668E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85 ,6.45,1,1,310,33.6,8.43
Q9H8Y8,Golgi reassembly-stacking protein 2 OS=Homo sapiens OX=9606 GN=GORASP2 PE=1 SV=3 - [GORS2_HUMAN],6.42,1,2,2,3,0.000E0,7.731E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.406E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,3.55 ,2.65,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11 ,6.42,2,2,,,,,,,,,,,,,,,,,452,47.1,4.82
Q9Y399,"28S ribosomal protein S2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS2 PE=1 SV=1 - [RT02_HUMAN]",6.42,1,2,2,12,0.000E0,1.600E6,0.000E0,1.743E6,1.131E6,1.865E6,0.000E0,1.556E6,2.794E6,0.000E0,3.265E6,3.316E6,1.816E6,3.358E6,0.000E0,,,,,2.56 ,3.72,1,1,,,,,3.09 ,3.72,1,1,2.68 ,3.72,1,1,2.16 ,3.72,1,1,,,,,1.62 ,3.72,1,1,3.50 ,3.72,1,1,2.82 ,3.72,1,1,4.04 ,6.42,2,2,3.11 ,3.72,1,1,2.29 ,3.72,1,1,2.78 ,3.72,1,1,,,,,296,33.2,9.26
Q14011,Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1 - [CIRBP_HUMAN],6.40,1,1,1,7,2.441E5,0.000E0,1.156E6,3.171E5,0.000E0,1.693E6,0.000E0,0.000E0,1.049E6,0.000E0,3.116E6,1.933E6,0.000E0,0.000E0,0.000E0,2.66 ,6.40,1,1,,,,,2.59 ,6.40,1,1,4.06 ,6.40,1,1,,,,,3.52 ,6.40,1,1,,,,,,,,,3.93 ,6.40,1,1,,,,,3.99 ,6.40,1,1,4.46 ,6.40,1,1,,,,,,,,,,,,,172,18.6,9.51
Q9BW27,Nuclear pore complex protein Nup85 OS=Homo sapiens OX=9606 GN=NUP85 PE=1 SV=1 - [NUP85_HUMAN],6.40,1,3,3,4,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.536E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,3.56 ,1.98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5.31 ,4.42,2,3,,,,,,,,,,,,,,,,,656,75.0,5.55
Q13011,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=2 - [ECH1_HUMAN]",6.40,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.771E6,3.809E5,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,4.27,1,1,2.43 ,2.13,1,1,,,,,2.32 ,2.13,1,1,328,35.8,8.00
P82650,"28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1 - [RT22_HUMAN]",6.39,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.649E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89 ,6.39,2,2,,,,,,,,,,,,,,,,,360,41.3,7.90
Q14938,Nuclear factor 1 X-type OS=Homo sapiens OX=9606 GN=NFIX PE=1 SV=2 - [NFIX_HUMAN],6.37,3,1,2,3,6.202E5,7.506E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.564E6,1.95 ,2.19,1,1,3.68 ,4.18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04 ,2.19,1,1,502,55.1,8.68
Q7Z4H3,HD domain-containing protein 2 OS=Homo sapiens OX=9606 GN=HDDC2 PE=1 SV=1 - [HDDC2_HUMAN],6.37,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.448E5,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58 ,6.37,1,1,,,,,,,,,,,,,204,23.4,5.49
O95707,Ribonuclease P protein subunit p29 OS=Homo sapiens OX=9606 GN=POP4 PE=1 SV=2 - [RPP29_HUMAN],6.36,1,1,1,7,0.000E0,9.040E5,1.494E6,0.000E0,4.347E5,5.964E5,8.231E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.322E6,0.000E0,,,,,4.27 ,6.36,1,1,4.36 ,6.36,1,1,,,,,3.73 ,6.36,1,1,3.08 ,6.36,1,1,0.00 ,6.36,1,1,2.33 ,6.36,1,1,,,,,,,,,,,,,,,,,,,,,4.38 ,6.36,1,1,,,,,220,25.4,10.07
Q13443,Disintegrin and metalloproteinase domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ADAM9 PE=1 SV=1 - [ADAM9_HUMAN],6.35,1,4,4,25,9.157E5,7.493E5,8.753E5,1.400E6,0.000E0,7.788E5,1.230E6,5.928E5,6.108E5,1.322E6,1.613E6,9.387E5,1.194E6,4.471E5,6.254E5,4.35 ,1.71,1,1,4.22 ,1.71,1,1,3.33 ,1.71,1,1,7.64 ,3.17,2,2,,,,,3.77 ,1.71,1,1,7.26 ,4.88,3,3,8.75 ,4.88,3,3,3.98 ,3.42,2,2,4.63 ,1.71,1,1,8.39 ,3.17,2,2,7.26 ,3.42,2,2,6.93 ,3.17,2,2,8.49 ,4.64,3,3,3.58 ,1.71,1,1,819,90.5,7.52
Q9NRX1,RNA-binding protein PNO1 OS=Homo sapiens OX=9606 GN=PNO1 PE=1 SV=1 - [PNO1_HUMAN],6.35,1,1,1,7,0.000E0,6.461E5,0.000E0,6.124E5,3.441E5,0.000E0,0.000E0,0.000E0,8.405E5,6.149E5,3.149E6,0.000E0,0.000E0,0.000E0,1.004E6,,,,,4.27 ,6.35,1,1,,,,,4.44 ,6.35,1,1,3.07 ,6.35,1,1,,,,,,,,,,,,,4.51 ,6.35,1,1,3.29 ,6.35,1,1,5.89 ,6.35,1,1,,,,,,,,,,,,,4.72 ,6.35,1,1,252,27.9,9.73
Q9BXJ9,"N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1 - [NAA15_HUMAN]",6.35,1,6,6,15,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.083E5,9.351E5,1.277E6,5.437E5,0.000E0,4.598E6,1.067E6,7.146E5,1.186E6,9.975E5,,,,,,,,,,,,,,,,,,,,,3.09 ,1.04,1,1,4.79 ,2.19,2,2,3.44 ,1.04,1,1,3.25 ,1.04,1,1,,,,,11.03 ,4.16,4,4,3.23 ,1.04,1,1,2.44 ,1.04,1,1,5.89 ,1.85,2,2,7.27 ,2.19,2,2,866,101.2,7.42
Q9NYY8,"FAST kinase domain-containing protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD2 PE=1 SV=1 - [FAKD2_HUMAN]",6.34,1,3,3,4,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.949E5,0.000E0,0.000E0,0.000E0,0.000E0,9.841E5,0.000E0,0.000E0,0.000E0,,,,,,,,,3.60 ,2.54,1,1,,,,,,,,,,,,,2.44 ,1.13,1,1,,,,,3.20 ,2.68,1,1,,,,,,,,,3.47 ,2.54,1,1,,,,,,,,,,,,,710,81.4,8.05
P10515,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3 - [ODP2_HUMAN]",6.34,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.520E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31 ,6.34,2,2,,,,,,,,,,,,,,,,,647,69.0,7.84
P52789,Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2 - [HXK2_HUMAN],6.32,1,5,5,20,3.277E5,0.000E0,1.469E6,1.554E6,0.000E0,1.131E6,8.532E5,5.266E5,1.035E6,1.254E6,3.311E6,1.428E6,1.608E6,0.000E0,1.001E6,3.49 ,1.20,1,1,,,,,4.52 ,2.07,2,2,3.92 ,1.20,1,1,,,,,3.90 ,1.20,1,1,2.89 ,0.87,1,1,7.01 ,2.07,2,2,3.85 ,1.20,1,1,6.23 ,2.84,2,2,6.82 ,3.49,3,3,9.64 ,3.71,3,3,3.50 ,1.20,1,1,,,,,6.65 ,2.40,2,2,917,102.3,6.05
Q9UGP8,Translocation protein SEC63 homolog OS=Homo sapiens OX=9606 GN=SEC63 PE=1 SV=2 - [SEC63_HUMAN],6.32,1,4,4,15,0.000E0,4.417E5,7.549E5,1.069E6,0.000E0,0.000E0,1.169E6,0.000E0,6.194E5,0.000E0,2.637E6,8.257E5,0.000E0,1.821E6,8.287E5,,,,,6.16 ,2.76,1,2,5.42 ,2.76,1,2,3.72 ,1.45,1,1,,,,,,,,,3.16 ,1.45,1,1,,,,,5.83 ,2.50,2,2,,,,,13.59 ,4.21,2,3,2.44 ,1.45,1,1,,,,,5.73 ,2.50,2,2,2.50 ,1.45,1,1,760,87.9,5.31
O43818,U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1 - [U3IP2_HUMAN],6.32,1,3,3,8,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.386E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.158E6,0.000E0,1.124E6,0.000E0,,,,,,,,,,,,,,,,,,,,,3.42 ,2.11,1,1,,,,,,,,,2.98 ,1.89,1,1,,,,,,,,,6.83 ,4.00,2,2,,,,,9.36 ,6.32,3,3,3.43 ,2.11,1,1,475,51.8,7.85
Q9Y696,Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4 - [CLIC4_HUMAN],6.32,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.475E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73 ,6.32,1,1,,,,,,,,,,,,,,,,,253,28.8,5.59
Q9BY43,Charged multivesicular body protein 4a OS=Homo sapiens OX=9606 GN=CHMP4A PE=1 SV=3 - [CHM4A_HUMAN],6.31,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.299E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29 ,6.31,1,1,,,,,,,,,,,,,,,,,222,25.1,4.70
P04179,"Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3 - [SODM_HUMAN]",6.31,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.373E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67 ,6.31,1,1,,,,,,,,,,,,,,,,,222,24.7,8.25
P07602,Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2 - [SAP_HUMAN],6.30,1,3,3,5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.148E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,3.52 ,2.86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.88 ,6.30,3,4,,,,,,,,,,,,,,,,,524,58.1,5.17
P47755,F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3 - [CAZA2_HUMAN],6.29,1,1,2,3,0.000E0,0.000E0,2.508E6,0.000E0,1.062E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.328E6,0.000E0,0.000E0,,,,,,,,,2.41 ,2.80,1,1,,,,,2.88 ,3.50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62 ,2.80,1,1,,,,,,,,,286,32.9,5.85
Q9Y3B7,"39S ribosomal protein L11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL11 PE=1 SV=1 - [RM11_HUMAN]",6.25,1,1,1,2,0.000E0,2.899E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.520E5,0.000E0,0.000E0,0.000E0,0.000E0,,,,,2.95 ,6.25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09 ,6.25,1,1,,,,,,,,,,,,,,,,,192,20.7,9.91
Q5D862,Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1 - [FILA2_HUMAN],6.23,1,7,7,35,4.864E6,5.890E6,3.914E6,1.125E7,4.543E6,8.795E6,4.784E6,7.952E6,5.641E6,2.874E6,3.569E6,6.273E6,3.642E6,4.143E6,3.867E6,7.28 ,0.96,2,2,3.94 ,0.50,1,1,4.35 ,0.50,1,1,25.66 ,4.35,4,6,20.68 ,1.76,3,5,20.89 ,3.85,4,6,3.76 ,0.50,1,1,7.29 ,0.50,1,2,4.33 ,0.50,1,1,4.07 ,0.50,1,1,9.72 ,1.92,3,3,4.44 ,0.50,1,1,9.16 ,1.30,2,2,4.06 ,0.50,1,1,9.47 ,1.30,2,2,2391,247.9,8.31
O00139,Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3 - [KIF2A_HUMAN],6.23,1,4,5,20,5.135E4,1.276E6,1.895E6,1.221E6,5.402E5,9.643E5,1.358E6,0.000E0,1.049E6,0.000E0,1.374E6,2.448E6,1.267E6,1.166E6,6.123E5,2.67 ,1.56,1,1,3.52 ,1.56,1,1,3.90 ,1.56,1,1,6.88 ,2.83,2,2,3.72 ,1.56,1,1,5.75 ,2.69,2,2,3.87 ,1.56,1,1,,,,,3.57 ,1.56,1,1,3.85 ,1.56,1,1,5.42 ,2.69,2,2,3.88 ,1.56,1,1,6.73 ,2.83,2,2,4.03 ,1.56,1,1,9.12 ,3.82,3,3,706,79.9,6.68
O60524,Nuclear export mediator factor NEMF OS=Homo sapiens OX=9606 GN=NEMF PE=1 SV=4 - [NEMF_HUMAN],6.23,1,7,7,23,4.247E5,0.000E0,1.920E6,2.051E6,0.000E0,0.000E0,1.466E6,7.100E5,0.000E0,1.941E6,0.000E0,2.212E6,1.816E6,0.000E0,2.114E6,5.38 ,1.49,2,2,,,,,6.01 ,1.77,2,2,11.95 ,3.16,3,3,,,,,4.28 ,1.30,1,1,9.02 ,3.16,3,3,2.97 ,1.67,2,2,,,,,6.76 ,1.86,2,2,,,,,3.27 ,0.93,1,1,14.32 ,4.09,4,4,,,,,10.02 ,3.16,3,3,1076,122.9,6.35
O00743,Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1 - [PPP6_HUMAN],6.23,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.695E6,5.023E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06 ,6.23,1,1,2.98 ,6.23,1,1,,,,,,,,,,,,,,,,,305,35.1,5.69
Q9Y6A4,Cilia- and flagella-associated protein 20 OS=Homo sapiens OX=9606 GN=CFAP20 PE=1 SV=1 - [CFA20_HUMAN],6.22,1,1,1,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.985E6,0.000E0,0.000E0,3.625E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49 ,6.22,1,1,3.74 ,6.22,1,1,,,,,,,,,3.58 ,6.22,1,1,,,,,,,,,,,,,193,22.8,9.76
P05089,Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=1 SV=2 - [ARGI1_HUMAN],6.21,1,2,2,7,7.630E5,0.000E0,0.000E0,4.252E6,9.394E5,4.627E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.706E6,2.87 ,3.42,1,1,,,,,,,,,6.56 ,6.21,2,2,5.46 ,6.21,2,2,3.50 ,3.42,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.10 ,3.42,1,1,322,34.7,7.21
Q9H490,Phosphatidylinositol glycan anchor biosynthesis class U protein OS=Homo sapiens OX=9606 GN=PIGU PE=1 SV=3 - [PIGU_HUMAN],6.21,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.279E6,0.000E0,1.309E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.87 ,3.91,1,1,,,,,,,,,,,,,,,,,,,,,4.01 ,3.91,1,1,,,,,2.57 ,2.30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,435,50.0,7.72
P23258,Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2 - [TBG1_HUMAN],6.21,2,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.443E6,5.540E5,0.000E0,0.000E0,0.000E0,,,,,,,,,2.97 ,3.99,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29 ,2.22,1,1,2.91 ,2.22,1,1,,,,,,,,,,,,,451,51.1,6.14
Q9BQ70,Transcription factor 25 OS=Homo sapiens OX=9606 GN=TCF25 PE=1 SV=1 - [TCF25_HUMAN],6.21,1,3,3,4,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.589E5,0.000E0,0.000E0,2.135E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.025E6,,,,,,,,,,,,,,,,,,,,,2.87 ,2.07,1,1,,,,,,,,,4.85 ,4.14,2,2,,,,,,,,,,,,,,,,,,,,,2.57 ,2.81,1,1,676,76.6,6.35
Q03393,6-pyruvoyl tetrahydrobiopterin synthase OS=Homo sapiens OX=9606 GN=PTS PE=1 SV=1 - [PTPS_HUMAN],6.21,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44 ,6.21,1,1,,,,,,,,,,,,,145,16.4,6.68
P16070,CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3 - [CD44_HUMAN],6.20,1,4,4,16,0.000E0,2.564E6,2.019E6,0.000E0,1.390E6,0.000E0,1.227E6,1.114E6,5.652E5,0.000E0,8.271E6,2.642E6,1.579E6,1.355E6,1.370E6,,,,,2.64 ,1.08,1,1,2.08 ,2.16,1,1,,,,,2.04 ,2.16,1,1,,,,,3.21 ,2.16,1,1,2.54 ,2.16,1,1,2.42 ,2.16,1,1,,,,,12.36 ,6.20,4,4,3.80 ,2.16,1,1,2.93 ,2.16,1,1,4.77 ,2.16,1,2,5.70 ,3.23,2,2,742,81.5,5.33
Q13616,Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2 - [CUL1_HUMAN],6.19,1,5,5,6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.149E5,0.000E0,0.000E0,1.810E6,4.279E5,0.000E0,1.128E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08 ,1.16,1,1,,,,,,,,,7.20 ,3.99,3,3,2.12 ,1.03,1,1,,,,,2.63 ,1.16,1,1,,,,,776,89.6,8.00
